Scenario,Model,Poison Rate,Precision,Recall,F1 Score,PR-AUC,False Positives,False Negatives
After Attack,Random Forest,20,0.8830472103004292,0.9053905390539054,0.8940793047256925,0.9473999411516362,109,86
After Attack,AdaBoost,20,0.9156050955414012,0.6325632563256326,0.7482108002602472,0.7882186827387613,53,334
After Attack,XGBoost,20,0.4954233409610984,0.9526952695269527,0.6518630033872789,0.948429733647267,882,43
